Date,Open,High,Low,Close,Adj Close,Volume
2020-11-24,34.740002,36.060001,34.740002,35.439999,35.332283,22541800
2020-11-25,35.400002,35.630001,34.650002,35.340000,35.232590,13708100
2020-11-26,35.070000,35.189999,34.410000,34.779999,34.674290,9168500
2020-11-27,34.889999,35.310001,34.500000,34.610001,34.504807,9632200
2020-11-30,34.500000,34.580002,33.750000,33.860001,33.757088,19409500
2020-12-01,34.529999,35.369999,34.340000,34.790001,34.684261,19383800
2020-12-02,34.790001,35.330002,34.549999,34.939999,34.833805,12292600
2020-12-03,34.990002,35.880001,34.880001,35.240002,35.132896,21574900
2020-12-04,35.599998,35.980000,35.220001,35.980000,35.870644,14127700
2020-12-07,35.810001,37.270000,35.610001,36.150002,36.040127,23995800
2020-12-08,36.520000,37.580002,36.060001,36.459999,36.349182,18974300
2020-12-09,36.619999,36.900002,35.939999,35.959999,35.850704,12855300
2020-12-10,36.250000,38.000000,36.230000,37.830002,37.715023,26352300
2020-12-11,37.400002,38.730000,37.169998,38.490002,38.373016,24970200
2020-12-14,38.590000,39.330002,38.400002,38.500000,38.500000,24822600
2020-12-15,38.500000,39.500000,38.500000,38.990002,38.990002,15248300
2020-12-16,39.220001,39.790001,38.240002,39.349998,39.349998,26509000
2020-12-17,39.369999,39.770000,38.910000,39.389999,39.389999,11508700
2020-12-18,39.290001,39.630001,38.900002,39.099998,39.099998,12473800
2020-12-21,38.110001,38.480000,37.669998,37.790001,37.790001,18718600
2020-12-22,38.139999,38.860001,38.000000,38.290001,38.290001,10770400
2020-12-23,38.570000,39.180000,38.270000,38.919998,38.919998,9176300
2020-12-28,39.320000,39.549999,39.200001,39.349998,39.349998,7577200
2020-12-29,39.500000,39.599998,38.950001,39.119999,39.119999,7301400
2020-12-30,39.279999,39.349998,38.660000,38.799999,38.799999,8594000
2021-01-04,39.230000,39.290001,37.500000,37.590000,37.590000,13874600
2021-01-05,37.450001,37.450001,36.700001,37.200001,37.200001,15954000
2021-01-06,37.529999,38.730000,37.380001,38.049999,38.049999,20566700
2021-01-07,38.119999,39.700001,37.919998,39.560001,39.560001,21878700
2021-01-08,39.849998,40.560001,39.290001,39.790001,39.790001,16240300
2021-01-11,39.549999,39.900002,38.799999,39.139999,39.139999,16880700
2021-01-12,39.660000,39.790001,38.889999,39.500000,39.500000,15519000
2021-01-13,39.500000,39.700001,37.240002,37.549999,37.549999,34866200
2021-01-14,37.759998,38.150002,36.840000,37.459999,37.459999,39535200
2021-01-15,37.200001,37.450001,36.299999,36.299999,36.299999,29147400
2021-01-18,36.660000,37.029999,35.810001,35.930000,35.930000,23849800
2021-01-19,36.299999,36.330002,35.040001,35.320000,35.320000,19512600
2021-01-20,35.490002,35.580002,34.509998,34.529999,34.529999,22693600
2021-01-21,34.549999,34.810001,33.730000,34.180000,34.180000,23303500
2021-01-22,33.619999,33.820000,33.240002,33.689999,33.689999,20405700
2021-01-26,33.959999,34.240002,32.610001,32.790001,32.790001,26922300
2021-01-27,32.730000,34.029999,32.520000,33.750000,33.750000,25080200
2021-01-28,33.570000,34.950001,33.480000,34.540001,34.540001,20932100
2021-01-29,34.099998,34.669998,33.650002,33.860001,33.860001,17492800
2021-02-01,34.320000,34.500000,33.830002,34.290001,34.290001,16762600
2021-02-02,34.759998,35.099998,33.840000,34.060001,34.060001,19800900
2021-02-03,34.299999,34.740002,34.180000,34.330002,34.330002,10473000
